Drexel ID,Last Name,First Name,Middle Name,Date of Birth,Chosen Name,Personal Pronouns,Email,Department,Gender,Marital Status,Ethnicity,Race,Living Address,Mailing Address,Phone Number,Role
mah394,Heckendorn,Matthew,A,7/14/1957,Matthew,,mah394@drexel.edu,History,,Divorced,Non Hispanic,White,1701 Atlantic Street,1701 Atlantic Street,569-151-7405,Professor
pb241,Brancaccio,Pia,,11/27/1951,Pia,,pb241@drexel.edu,Communication,,Divorced,Hispanic or Latino,Other,31353 Santa Elena Way,31353 Santa Elena Way,311-864-5301,Professor
jfg11,Gregory,Joseph,F,11/17/1968,Joseph,,jfg11@drexel.edu,Sociology,,Single,Non Hispanic,White,11 Alden Court,11 Alden Court,500-628-4861,Professor
dls37,Solomons,Delia,L,4/5/1980,Delia,,dls37@drexel.edu,Physics,,Divorced,Non Hispanic,African American/Black,6716 South Mariposa Lane,6716 South Mariposa Lane,299-586-8171,Professor
hgm30,Moqtaderi,Heather,G,7/17/1958,Heather,,hgm30@drexel.edu,English & Philosophy,,Married,Non Hispanic,Other,1736 81st Avenue,2515 60th Avenue,483-141-1270,Professor
jhl24,Larnerd,Joseph,H,6/3/1984,Joseph,,jhl24@drexel.edu,Criminology & Justice Studies,,Married,Non Hispanic,Other,125 John Street,125 John Street,593-368-1981,Professor
mb265,B,Monica,,6/17/1977,Monica,,mb265@drexel.edu,Sociology,,Single,Hispanic or Latino,White,281 MacArthur Boulevard,281 MacArthur Boulevard,616-963-3908,Professor
ks557,Sabo,Katie,,7/27/1955,Katie,,ks557@drexel.edu,Electrical and Computer Engineering,,Divorced,Hispanic or Latino,African American/Black,2014 Clemens Road,2014 Clemens Road,284-660-5240,Professor
km328,Metzner,Kenneth,,5/2/1987,Kenneth,,km328@drexel.edu,Biology,,Married,Hispanic or Latino,Other,5410 McLean Drive,928 Wright Avenue,316-480-8953,Professor
sme792,Erwin,Sharon,M,1/11/1995,Sharon,,sme792@drexel.edu,Engineering Leadership and Society,,Married,Non Hispanic,Native,36360 Beech Place,330 Michell Court,714-910-2360,Professor
nkv317,Vakharia,Neville,K,12/14/1982,Neville,,nkv317@drexel.edu,Biology,,Seperated,Non Hispanic,African American/Black,856 Milton Street,856 Milton Street,539-419-7200,Professor
ceh242,Hernandez,Catherine,E,1/18/1982,Catherine,,ceh242@drexel.edu,"Civil, Architectural and Environmental Engineering",,Divorced,Non Hispanic,Asian,55620 Jolon Road,553 South Arlington Road,561-100-9372,Professor
jrg92,Goodman,Julie,R,5/25/1985,Julie,,jrg92@drexel.edu,Sociology,,Single,Hispanic or Latino,White,46710 Crawford Street,2750 Gilmore Lane,825-929-3375,Professor
py222,Yau,Pamela,,2/5/1974,Pamela,,py222@drexel.edu,Politics,,Divorced,Hispanic or Latino,Other,4511 Sloat Road,4511 Sloat Road,359-475-5242,Professor
jej87,Johnson,Jasmine,E,2/4/1975,Jasmine,,jej87@drexel.edu,Electrical and Computer Engineering,,Married,Hispanic or Latino,Native,1349 Burkhart Avenue,1349 Burkhart Avenue,696-132-7270,Professor
lsc244,Coleman,Laura-Edythe,S,1/8/1991,Laura-Edythe,,lsc244@drexel.edu,Biology,,Widow,Non Hispanic,Asian,565 Amber Isle,1532 Milvia Street,250-928-8098,Professor
ljb219,Browning,Lindsay,J,2/3/1983,Lindsay,,ljb219@drexel.edu,Physics,,Single,Non Hispanic,Asian,129 Grant Street,129 Grant Street,350-552-4251,Professor
cem18,Moten,Camille,E,11/17/1950,Camille,,cem18@drexel.edu,English & Philosophy,,Single,Hispanic or Latino,African American/Black,39247 Sundale Drive,1515 Excelsior Avenue,232-232-5055,Professor
bh286,Huertas-Agnew,Blanca,,5/19/1957,Blanca,,bh286@drexel.edu,Global Studies and Modern Languages,,Widow,Hispanic or Latino,Other,2500 Medallion Drive,2500 Medallion Drive,213-799-8238,Professor
jsm98,Morley,Jennifer,S,11/21/1963,Jennifer,,jsm98@drexel.edu,Mechanical Engineering and Mechanics,,Seperated,Hispanic or Latino,White,1222 Arcade Boulevard,1222 Arcade Boulevard,847-158-2698,Professor
bwf36,Fishel,Britt,W,10/1/1975,Britt,,bwf36@drexel.edu,Physics,,Seperated,Non Hispanic,Native,11 Alden Court,11 Alden Court,471-272-3413,Professor
ce395,Evans,Clyde,,6/10/1965,Clyde,,ce395@drexel.edu,Chemical and Biological Engineering,,Seperated,Non Hispanic,Other,16303 Mateo Street,16303 Mateo Street,879-773-6806,Professor
aq817,Quesada,Albert,,9/9/1968,Albert,,aq817@drexel.edu,Psychological and Brain Sciences,,Single,Non Hispanic,Asian,2750 Gilmore Lane,2750 Gilmore Lane,691-286-4670,Professor
djm27,Meredith,Dara,J,3/27/1995,Dara,,djm27@drexel.edu,Global Studies and Modern Languages,,Widow,Non Hispanic,Asian,3483 Canyon Creek Drive,3483 Canyon Creek Drive,696-879-6720,Professor
mf161,Frederick,Meghan,,12/21/1994,Meghan,,mf161@drexel.edu,Electrical and Computer Engineering,,Married,Non Hispanic,African American/Black,4300 Soquel Drive,4300 Soquel Drive,829-495-2171,Professor
vji396,Ifill,Val,J,1/22/1976,Val,,vji396@drexel.edu,Chemical and Biological Engineering,,Divorced,Non Hispanic,Asian,22618 South Figueroa Street,849 East Victoria Street,702-491-3234,Professor
hs984,Syed,Hassan,,9/21/1976,Hassan,,hs984@drexel.edu,Politics,,Seperated,Hispanic or Latino,Other,512 Tennyson Road,512 Tennyson Road,894-851-1558,Professor
ast492,Toll,Abigail,S,12/1/1959,Abigail,,ast492@drexel.edu,Global Studies and Modern Languages,,Married,Hispanic or Latino,White,4444 Central Avenue,1528 Stafford Avenue,214-245-7750,Professor
okp85,Prince,Olive,K,2/9/1976,Olive,,okp85@drexel.edu,"Civil, Architectural and Environmental Engineering",,Divorced,Non Hispanic,Native,32532 Jean Drive,32532 Jean Drive,721-505-4601,Professor
sed21,Deutsch,Susan,E,11/6/1960,Susan,,sed21@drexel.edu,Sociology,,Seperated,Non Hispanic,African American/Black,1528 Spruce Street,1528 Spruce Street,674-481-8257,Professor
mcd87,DeSimone,Maureen,C,12/15/1953,Maureen,,mcd87@drexel.edu,Mechanical Engineering and Mechanics,,Single,Hispanic or Latino,White,49548 Road 200,439 Crestmont Drive,605-546-4103,Professor
cdb86,Baeza,Chris,D,11/11/1993,Chris,,cdb86@drexel.edu,Global Studies and Modern Languages,,Widow,Hispanic or Latino,Other,637 Laurelwood Circle,637 Laurelwood Circle,673-413-8581,Professor
nac12,Cassway,Nick,A,12/1/1963,Nick,,nac12@drexel.edu,Mechanical Engineering and Mechanics,,Divorced,Non Hispanic,Other,6716 South Mariposa Lane,450 C Street,209-987-6705,Professor
knm38,McGlonn,Kimberly,N,12/2/1967,Kimberly,,knm38@drexel.edu,Engineering Leadership and Society,,Single,Non Hispanic,Native,5805 Armada Drive,5805 Armada Drive,709-876-9123,Professor
adm29,McClendon,Alphonso,D,6/21/1964,Alphonso,,adm29@drexel.edu,Mechanical Engineering and Mechanics,,Divorced,Hispanic or Latino,White,23501 Ida Lane,23501 Ida Lane,730-987-5688,Professor
rah531,Higgins,Rachel,A,3/17/1975,Rachel,,rah531@drexel.edu,Mathematics,,Widow,Hispanic or Latino,Other,942 Lewis Road,942 Lewis Road,571-638-6647,Professor
tkk41,Kwok,Tsz,K,7/24/1950,Tsz,,tkk41@drexel.edu,Materials Science and Engineering,,Divorced,Non Hispanic,White,5264 Shafter Avenue,5732 Jean Drive,672-830-7655,Professor
cq552,Quay,Catherine,,2/27/1958,Catherine,,cq552@drexel.edu,Global Studies and Modern Languages,,Divorced,Non Hispanic,African American/Black,2522 Fountain Avenue,20375 Wisteria Street,668-823-7832,Professor
jh619,He,June,,9/28/1958,June,,jh619@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Non Hispanic,Other,3538 Mendenhall Court,826 Webster Street,876-458-2189,Professor
gm473,Muschio,Glen,,10/13/1962,Glen,,gm473@drexel.edu,Biology,,Single,Non Hispanic,Other,835 Shiloh Court,835 Shiloh Court,485-700-7892,Professor
mep16,Petrovich,Mark,E,3/13/1954,Mark,,mep16@drexel.edu,Mathematics,,Widow,Non Hispanic,African American/Black,3905 Lyceum Avenue,3905 Lyceum Avenue,586-838-1392,Professor
kmg39,Gross,Kevin,M,5/15/1989,Kevin,,kmg39@drexel.edu,Biology,,Divorced,Hispanic or Latino,African American/Black,22825 Paseo Place,6057 Griffith Avenue,910-847-4857,Professor
mgw896,Wagner,Michael,G,2/20/1994,Michael,,mgw896@drexel.edu,Engineering Leadership and Society,,Widow,Hispanic or Latino,Asian,2515 60th Avenue,2515 60th Avenue,896-878-7515,Professor
rel40,Lloyd,Rob,E,2/16/1953,Rob,,rel40@drexel.edu,Mathematics,,Seperated,Hispanic or Latino,Native,3827 West Chapman Avenue,3827 West Chapman Avenue,506-188-4536,Professor
nej54,Jushchyshyn,Nicholas,E,8/8/1993,Nicholas,,nej54@drexel.edu,Chemistry,,Married,Non Hispanic,Other,3835 Oakes Drive,3835 Oakes Drive,219-675-6110,Professor
tar82,Rowe,Tony,A,3/13/1957,Tony,,tar82@drexel.edu,Electrical and Computer Engineering,,Widow,Hispanic or Latino,Asian,2500 Medallion Drive,2500 Medallion Drive,556-151-1848,Professor
msb72,Bridges,Milady,S,5/5/1984,Milady,,msb72@drexel.edu,Global Studies and Modern Languages,,Single,Non Hispanic,Asian,222 Quince Street,1106 Mission Drive,789-938-3571,Professor
fjl703,Lee,Frank,J,3/15/1992,Frank,,fjl703@drexel.edu,Materials Science and Engineering,,Seperated,Non Hispanic,Other,3072 The Alameda,3072 The Alameda,565-979-6549,Professor
mcm66,Mouat,Maria,Cecilia,7/5/1966,Maria,,mcm66@drexel.edu,"Biodiversity, Earth & Environmental Science",,Single,Non Hispanic,White,2313 Vegas Avenue,2313 Vegas Avenue,896-612-4903,Professor
ep219,Polyak,Emil,,3/27/1978,Emil,,ep219@drexel.edu,Sociology,,Seperated,Non Hispanic,White,20375 Wisteria Street,31770 Alvarado Boulevard,793-923-8881,Professor
ats32,Stein,Abigail,T,7/9/1968,Abigail,,ats32@drexel.edu,Electrical and Computer Engineering,,Married,Non Hispanic,Asian,6925 Lariat Lane,6925 Lariat Lane,576-784-4277,Professor
sr455,Rank,Stefan,,9/11/1961,Stefan,,sr455@drexel.edu,Communication,,Single,Hispanic or Latino,Other,1679 Frederick Michael Way,10841 Sutter Circle,742-809-1750,Professor
pjd564,Diefenbach,Paul,J,6/8/1995,Paul,,pjd564@drexel.edu,Psychological and Brain Sciences,,Widow,Non Hispanic,Native,4493 Heath Circle,4493 Heath Circle,721-814-2612,Professor
jmw26,Waite,Jeanne,M,1/9/1960,Jeanne,,jmw26@drexel.edu,Politics,,Divorced,Hispanic or Latino,Asian,701 Mussel Slough Road,915 Sacramento Street,328-267-6164,Professor
sl798,Lacek,Shannon,,11/28/1990,Shannon,,sl798@drexel.edu,History,,Widow,Non Hispanic,Native,450 C Street,450 C Street,603-928-6520,Professor
tnl846,Laird,Taneshia,N,6/17/1953,Taneshia,,tnl846@drexel.edu,Global Studies and Modern Languages,,Widow,Non Hispanic,African American/Black,4253 San Juan Avenue,4253 San Juan Avenue,826-847-4658,Professor
bpm93,Moore,Brian,P,3/15/1989,Brian,,bpm93@drexel.edu,Sociology,,Divorced,Non Hispanic,Other,560 Penstock Drive,2409 Park Street,465-546-6199,Professor
al597,L,Ali,,6/15/1991,Ali,,al597@drexel.edu,Sociology,,Single,Non Hispanic,African American/Black,7573 National Drive,7573 National Drive,537-470-8049,Professor
eg943,Goldberg-Johnson,Elizabeth,,11/1/1967,Elizabeth,,eg943@drexel.edu,Criminology & Justice Studies,,Married,Non Hispanic,Asian,1357 Addison Street,1357 Addison Street,803-747-3895,Professor
cag69,Golembuski,Cynthia,A,1/18/1982,Cynthia,,cag69@drexel.edu,Global Studies and Modern Languages,,Married,Hispanic or Latino,Other,26334 Adrian Avenue,26334 Adrian Avenue,840-705-7774,Professor
tsg53,Grider,Twyla,S,9/9/1960,Twyla,,tsg53@drexel.edu,Mechanical Engineering and Mechanics,,Seperated,Hispanic or Latino,Other,32532 Jean Drive,2531 Prestwick Avenue,834-816-1665,Professor
lcb324,Butler,Lucy,C,11/13/1987,Lucy,,lcb324@drexel.edu,Electrical and Computer Engineering,,Widow,Hispanic or Latino,Other,1732 27th Avenue,1732 27th Avenue,877-877-8965,Professor
kg836,Go,Kristine,,11/21/1953,Kristine,,kg836@drexel.edu,Engineering Leadership and Society,,Seperated,Non Hispanic,White,1040 University Avenue,1040 University Avenue,937-564-6394,Professor
jj797,Jeong,Jaeyoon,,3/5/1971,Jaeyoon,,jj797@drexel.edu,Criminology & Justice Studies,,Single,Non Hispanic,White,7725 Ney Avenue,7725 Ney Avenue,214-452-4510,Professor
hak27,Kim,Hyun,A,7/9/1971,Hyun,,hak27@drexel.edu,"Civil, Architectural and Environmental Engineering",,Single,Non Hispanic,African American/Black,101 Mustang Drive,2414 Parker Street,611-989-9221,Professor
dcc84,Claassen,DC,C,2/20/1962,DC,,dcc84@drexel.edu,Materials Science and Engineering,,Seperated,Non Hispanic,African American/Black,2042 High Street,2042 High Street,411-853-8035,Professor
jk306,Kilmartin,Jackie,,7/6/1975,Jackie,,jk306@drexel.edu,Sociology,,Divorced,Non Hispanic,African American/Black,928 Wright Avenue,928 Wright Avenue,364-821-2008,Professor
dsv37,Vinci-Finocchiaro,Domenica,S,12/20/1981,Domenica,,dsv37@drexel.edu,Criminology & Justice Studies,,Divorced,Hispanic or Latino,Asian,1397 Tallac Lane,1397 Tallac Lane,657-120-1234,Professor
