drexelID,name,action,location,date,time
jgj83,Jeanie James,scanned in to,W. W. Hagerty Library,2021-02-27,16:01:03
maa65,Mary Alston,scanned in to,W. W. Hagerty Library,2021-02-27,17:53:15
arc21,Andy Chaisson,scanned in to,W. W. Hagerty Library,2021-02-27,19:33:47
bbb76,Bill Burrow,scanned in to,W. W. Hagerty Library,2021-02-27,21:23:36
kah996,Kerry Hardee,scanned in to,W. W. Hagerty Library,2021-02-28,01:02:49
jmo22,Jerry Olson,scanned in to,W. W. Hagerty Library,2021-02-28,01:04:23
kcl74,Kimberly Liles,scanned in to,W. W. Hagerty Library,2021-02-28,02:29:01
amc51,Arturo Chen,scanned in to,W. W. Hagerty Library,2021-02-28,05:33:26
gas51,Gary Shiver,scanned in to,W. W. Hagerty Library,2021-02-28,08:22:59
hrw465,Herman Wheeler,scanned in to,W. W. Hagerty Library,2021-02-28,08:41:10
jbk35,Jesus Kohl,scanned in to,W. W. Hagerty Library,2021-02-28,12:20:47
jjo516,Jose Ogden,scanned in to,W. W. Hagerty Library,2021-02-28,14:10:19
kay16,Katrina Young,scanned in to,W. W. Hagerty Library,2021-02-28,16:28:20
mbm91,Manuel Mcwhorter,scanned in to,W. W. Hagerty Library,2021-02-28,16:58:33
dhh39,Dora Howard,scanned in to,W. W. Hagerty Library,2021-02-28,18:15:10
bpo43,Breana Odegard,scanned in to,W. W. Hagerty Library,2021-02-28,19:46:38
cvl85,Curtis Larson,scanned in to,W. W. Hagerty Library,2021-02-28,23:42:35
amw53,Anthony Watterson,scanned in to,W. W. Hagerty Library,2021-03-01,01:41:49
srm82,Stanley Motley,scanned in to,W. W. Hagerty Library,2021-03-01,02:40:36
jes916,James Strickland,scanned in to,W. W. Hagerty Library,2021-03-01,04:59:27
etc78,Elsie Castillo,scanned in to,W. W. Hagerty Library,2021-03-01,08:51:48
bkg77,Bobbie Glaspie,scanned in to,W. W. Hagerty Library,2021-03-01,11:27:22
bgd16,Barbara Dick,scanned in to,W. W. Hagerty Library,2021-03-01,12:08:20
jmm877,Jaclyn Montalvo,scanned in to,W. W. Hagerty Library,2021-03-01,13:12:37
rjs85,Reba Shelby,scanned in to,W. W. Hagerty Library,2021-03-01,14:08:16
lnh97,Lashawna Hernandez,scanned in to,W. W. Hagerty Library,2021-03-01,17:14:59
lti54,Louise Ikehara,scanned in to,W. W. Hagerty Library,2021-03-01,17:25:17
adp68,Arthur Painter,scanned in to,W. W. Hagerty Library,2021-03-01,19:51:01
ljd95,Lucy Dunn,scanned in to,W. W. Hagerty Library,2021-03-01,20:39:59
drj60,Donovan Johnson,scanned in to,W. W. Hagerty Library,2021-03-01,22:44:14
ebg66,Eric Gray,scanned in to,W. W. Hagerty Library,2021-03-02,02:03:07
mrm31,Marvin Miller,scanned in to,W. W. Hagerty Library,2021-03-02,02:04:34
spr58,Shawn Ratcliff,scanned in to,W. W. Hagerty Library,2021-03-02,02:40:28
klj18,Katherine Jackson,scanned in to,W. W. Hagerty Library,2021-03-02,05:10:23
dzb995,Darlene Brewster,scanned in to,W. W. Hagerty Library,2021-03-02,06:02:29
jmj28,Jean Jacobs,scanned in to,W. W. Hagerty Library,2021-03-02,09:50:03
wko77,William Otero,scanned in to,W. W. Hagerty Library,2021-03-02,12:38:58
mcg16,Marion Gilbert,scanned in to,W. W. Hagerty Library,2021-03-02,15:40:46
gbr366,Gerri Reeve,scanned in to,W. W. Hagerty Library,2021-03-02,16:48:23
mch585,Michelle Hellman,scanned in to,W. W. Hagerty Library,2021-03-02,17:57:15
trs73,Timothy Swinerton,scanned in to,W. W. Hagerty Library,2021-03-02,20:49:54
jcs13,Julia Shipman,scanned in to,W. W. Hagerty Library,2021-03-03,00:42:30
cmp454,Connie Postell,scanned in to,W. W. Hagerty Library,2021-03-03,03:16:38
wra88,William Abbott,scanned in to,W. W. Hagerty Library,2021-03-03,04:11:00
ctb74,Caroline Beam,scanned in to,W. W. Hagerty Library,2021-03-03,05:24:38
jrh19,Joesph Hernandez,scanned in to,W. W. Hagerty Library,2021-03-03,07:43:17
fjg20,Frank Galloway,scanned in to,W. W. Hagerty Library,2021-03-03,08:59:13
lkd63,Linda Dillon,scanned in to,W. W. Hagerty Library,2021-03-03,10:32:18
djy238,Dannie Young,scanned in to,W. W. Hagerty Library,2021-03-03,11:58:53
jtm13,Jane Mccleese,scanned in to,W. W. Hagerty Library,2021-03-03,12:55:01
llh76,Lillian Hinkle,scanned in to,W. W. Hagerty Library,2021-03-03,16:36:47
bch91,Brittany Houston,scanned in to,W. W. Hagerty Library,2021-03-03,17:09:32
mwp66,Michael Pensinger,scanned in to,W. W. Hagerty Library,2021-03-03,17:48:48
cjw98,Chang Waller,scanned in to,W. W. Hagerty Library,2021-03-03,21:22:00
rdd69,Roy Davis,scanned in to,W. W. Hagerty Library,2021-03-03,23:54:09
ekb147,Earl Bell,scanned in to,W. W. Hagerty Library,2021-03-04,00:25:08
hms608,Hazel Smith,scanned in to,W. W. Hagerty Library,2021-03-04,00:51:18
tdr364,Terry Roach,scanned in to,W. W. Hagerty Library,2021-03-04,03:57:01
mlt60,Martin Tyrrell,scanned in to,W. W. Hagerty Library,2021-03-04,05:40:25
bwh39,Bret Holt,scanned in to,W. W. Hagerty Library,2021-03-04,09:11:03
jva72,Joanne Adams,scanned in to,W. W. Hagerty Library,2021-03-04,11:28:44
jms69,James Swift,scanned in to,W. W. Hagerty Library,2021-03-04,12:35:13
kch85,Kellie Hamilton,scanned in to,W. W. Hagerty Library,2021-03-04,13:37:26
jcn24,Jane North,scanned in to,W. W. Hagerty Library,2021-03-04,17:36:05
aml64,Anna Landry,scanned in to,W. W. Hagerty Library,2021-03-04,21:28:01
jml298,Janice Lamb,scanned in to,W. W. Hagerty Library,2021-03-04,23:36:47
rml38,Ronnie Lee,scanned in to,W. W. Hagerty Library,2021-03-05,00:32:35
bdo36,Bernie Obannon,scanned in to,W. W. Hagerty Library,2021-03-05,02:35:49
aqs482,Armando Schott,scanned in to,W. W. Hagerty Library,2021-03-05,03:56:47
djn711,Dorcas Norton,scanned in to,W. W. Hagerty Library,2021-03-05,05:43:07
jsl65,James Lewis,scanned in to,W. W. Hagerty Library,2021-03-05,08:48:27
gvk83,Gayle Kister,scanned in to,W. W. Hagerty Library,2021-03-05,09:00:54
mto88,Marion Oconnell,scanned in to,W. W. Hagerty Library,2021-03-05,10:41:19
arp12,April Phillips,scanned in to,W. W. Hagerty Library,2021-03-05,14:34:29
bjf455,Brian Ford,scanned in to,W. W. Hagerty Library,2021-03-05,15:45:22
hcy96,Helen Young,scanned in to,W. W. Hagerty Library,2021-03-05,17:10:50
mrc954,Michael Coffey,scanned in to,W. W. Hagerty Library,2021-03-05,19:58:05
jao82,James Oakes,scanned in to,W. W. Hagerty Library,2021-03-05,20:31:13
jar12,Joshua Rodriguez,scanned in to,W. W. Hagerty Library,2021-03-05,21:39:39
rpe10,Renate Ellis,scanned in to,W. W. Hagerty Library,2021-03-05,23:07:27
mtc71,Mary Cruz,scanned in to,W. W. Hagerty Library,2021-03-05,23:48:14
cjk19,Charles Kase,scanned in to,W. W. Hagerty Library,2021-03-06,01:13:50
sck25,Susan Kalb,scanned in to,W. W. Hagerty Library,2021-03-06,04:54:20
jcd42,Jared Davis,scanned in to,W. W. Hagerty Library,2021-03-06,07:29:29
dkm36,David Mobley,scanned in to,W. W. Hagerty Library,2021-03-06,08:30:32
emb87,Edith Bateman,scanned in to,W. W. Hagerty Library,2021-03-06,10:30:30
nmt23,Norma Tilson,scanned in to,W. W. Hagerty Library,2021-03-06,11:01:44
sck81,Steven King,scanned in to,W. W. Hagerty Library,2021-03-06,15:01:37
rsc97,Ruth Cox,scanned in to,W. W. Hagerty Library,2021-03-06,16:12:42
dsl28,David Leath,scanned in to,W. W. Hagerty Library,2021-03-06,17:15:17
pjf63,Phyllis Fields,scanned in to,W. W. Hagerty Library,2021-03-06,17:17:19
cmf53,Carlos Fritts,scanned in to,W. W. Hagerty Library,2021-03-06,20:45:40
djn624,David Neubauer,scanned in to,W. W. Hagerty Library,2021-03-07,00:30:33
fls36,Frank Sorel,scanned in to,W. W. Hagerty Library,2021-03-07,03:28:43
mrb13,Marcos Breiner,scanned in to,W. W. Hagerty Library,2021-03-07,04:33:00
dkh40,David Hooper,scanned in to,W. W. Hagerty Library,2021-03-07,08:23:20
cpi81,Candace Irvin,scanned in to,W. W. Hagerty Library,2021-03-07,08:39:25
lss77,Lorri Sickler,scanned in to,W. W. Hagerty Library,2021-03-07,09:11:37
emd973,Ethan Dutton,scanned in to,W. W. Hagerty Library,2021-03-07,11:14:55
ajn42,Alexis Norton,scanned in to,W. W. Hagerty Library,2021-03-07,12:22:36
aah12,Alan Hartshorn,scanned in to,W. W. Hagerty Library,2021-03-07,12:37:12
dcw61,Daniel Warner,scanned in to,W. W. Hagerty Library,2021-03-07,15:56:48
dkc371,David Carranza,scanned in to,W. W. Hagerty Library,2021-03-07,16:37:19
gst33,Gisela Torrie,scanned in to,W. W. Hagerty Library,2021-03-07,20:03:30
krw88,Kristina Worden,scanned in to,W. W. Hagerty Library,2021-03-08,00:00:05
dcs32,Danny Swinney,scanned in to,W. W. Hagerty Library,2021-03-08,02:23:55
sdm39,Susan Mui,scanned in to,W. W. Hagerty Library,2021-03-08,05:06:21
tlh75,Thomas Hostetler,scanned in to,W. W. Hagerty Library,2021-03-08,06:20:02
skn69,Stacey Nesbit,scanned in to,W. W. Hagerty Library,2021-03-08,08:18:45
dcg264,David Gierisch,scanned in to,W. W. Hagerty Library,2021-03-08,11:10:46
cje42,Charles Elkins,scanned in to,W. W. Hagerty Library,2021-03-08,12:17:07
ams46,Ann Shippy,scanned in to,W. W. Hagerty Library,2021-03-08,15:53:14
ras388,Robert Stewart,scanned in to,W. W. Hagerty Library,2021-03-08,19:03:28
qcc34,Queenie Crouse,scanned in to,W. W. Hagerty Library,2021-03-08,21:40:56
tas31,Teri Smullen,scanned in to,W. W. Hagerty Library,2021-03-08,23:40:38
gjd83,George Divine,scanned in to,W. W. Hagerty Library,2021-03-09,00:35:49
vmf81,Verna Ford,scanned in to,W. W. Hagerty Library,2021-03-09,00:54:52
pjv136,Patricia Voss,scanned in to,W. W. Hagerty Library,2021-03-09,03:53:51
drg72,Deborah Gamble,scanned in to,W. W. Hagerty Library,2021-03-09,06:45:22
vac806,Vicky Cottrell,scanned in to,W. W. Hagerty Library,2021-03-09,06:53:16
crs84,Carlos Saas,scanned in to,W. W. Hagerty Library,2021-03-09,07:58:41
cap30,Charlie Peterson,scanned in to,W. W. Hagerty Library,2021-03-09,10:06:35
kws84,Kelly Syphers,scanned in to,W. W. Hagerty Library,2021-03-09,10:52:28
ckb39,Christina Bratcher,scanned in to,W. W. Hagerty Library,2021-03-09,13:41:22
mlk78,Michael Kisler,scanned in to,W. W. Hagerty Library,2021-03-09,15:28:48
jdo95,James Overby,scanned in to,W. W. Hagerty Library,2021-03-09,17:00:43
cac434,Clifford Creech,scanned in to,W. W. Hagerty Library,2021-03-09,19:55:24
cjm97,Carol Megown,scanned in to,W. W. Hagerty Library,2021-03-09,22:36:04
eam21,Elinor Maloney,scanned in to,W. W. Hagerty Library,2021-03-09,23:29:35
acs24,April Seidl,scanned in to,W. W. Hagerty Library,2021-03-10,03:01:32
djs924,Danilo Stewart,scanned in to,W. W. Hagerty Library,2021-03-10,05:22:04
jcc34,Joseph Curry,scanned in to,W. W. Hagerty Library,2021-03-10,07:26:47
raz95,Robert Zach,scanned in to,W. W. Hagerty Library,2021-03-10,08:12:41
mgw54,Mary Williams,scanned in to,W. W. Hagerty Library,2021-03-10,08:44:50
nld63,Norma Dawes,scanned in to,W. W. Hagerty Library,2021-03-10,10:36:22
ddu729,Debra Uselman,scanned in to,W. W. Hagerty Library,2021-03-10,13:13:42
kvd96,Karen Dillard,scanned in to,W. W. Hagerty Library,2021-03-10,13:18:40
elj30,Erika Johnson,scanned in to,W. W. Hagerty Library,2021-03-10,13:21:28
nce56,Natalie Eberhardt,scanned in to,W. W. Hagerty Library,2021-03-10,14:22:38
adi909,Adam Ishak,scanned in to,W. W. Hagerty Library,2021-03-10,15:17:02
cmr94,Chanda Rogers,scanned in to,W. W. Hagerty Library,2021-03-10,18:05:27
gjf17,Gary Fulton,scanned in to,W. W. Hagerty Library,2021-03-10,19:26:39
jcm33,Jody Moscoso,scanned in to,W. W. Hagerty Library,2021-03-10,22:03:18
bab79,Bruce Bye,scanned in to,W. W. Hagerty Library,2021-03-11,00:49:31
sdj43,Steve Jessup,scanned in to,W. W. Hagerty Library,2021-03-11,04:36:36
veh26,Virgilio Hill,scanned in to,W. W. Hagerty Library,2021-03-11,07:21:45
kmh30,Kenneth Hirschman,scanned in to,W. W. Hagerty Library,2021-03-11,08:05:09
llg84,Leslie Galvez,scanned in to,W. W. Hagerty Library,2021-03-11,09:22:36
sdd30,Sarah Dicken,scanned in to,W. W. Hagerty Library,2021-03-11,12:15:14
sce81,Stacey Ellingson,scanned in to,W. W. Hagerty Library,2021-03-11,14:34:33
sap17,Sylvia Perillo,scanned in to,W. W. Hagerty Library,2021-03-11,15:49:35
jrh41,James Heck,scanned in to,W. W. Hagerty Library,2021-03-11,18:47:34
klw276,Kerry Wilson,scanned in to,W. W. Hagerty Library,2021-03-11,21:46:40
eep80,Eunice Picton,scanned in to,W. W. Hagerty Library,2021-03-11,23:29:27
hcf34,Herman Fedele,scanned in to,W. W. Hagerty Library,2021-03-12,00:45:33
jtd908,Justin Dupont,scanned in to,W. W. Hagerty Library,2021-03-12,03:29:34
ldd84,Lynelle Dunaway,scanned in to,W. W. Hagerty Library,2021-03-12,06:19:29
rnh378,Richard Hardin,scanned in to,W. W. Hagerty Library,2021-03-12,08:04:37
jws61,James Swartz,scanned in to,W. W. Hagerty Library,2021-03-12,10:46:36
bsd52,Betty Dobrich,scanned in to,W. W. Hagerty Library,2021-03-12,11:54:30
vhk70,Vernon Kukowski,scanned in to,W. W. Hagerty Library,2021-03-12,14:22:18
cch41,Curtis Heinlein,scanned in to,W. W. Hagerty Library,2021-03-12,18:12:40
tjt76,Timothy Thrill,scanned in to,W. W. Hagerty Library,2021-03-12,21:01:37
dje27,Diane Everett,scanned in to,W. W. Hagerty Library,2021-03-12,22:25:09
nto51,Nicole Oneill,scanned in to,W. W. Hagerty Library,2021-03-12,23:51:31
ldi66,Lisa Iraheta,scanned in to,W. W. Hagerty Library,2021-03-13,00:08:26
maw63,Margarita Williams,scanned in to,W. W. Hagerty Library,2021-03-13,01:58:35
jcj407,Jane Johnson,scanned in to,W. W. Hagerty Library,2021-03-13,04:22:41
hth32,Harvey Hampton,scanned in to,W. W. Hagerty Library,2021-03-13,04:58:36
blo41,Betty Ortiz,scanned in to,W. W. Hagerty Library,2021-03-13,06:08:59
jdf38,Joshua Finley,scanned in to,W. W. Hagerty Library,2021-03-13,06:35:55
lks21,Lonnie Schwartz,scanned in to,W. W. Hagerty Library,2021-03-13,10:18:39
ccd62,Carmine Dopler,scanned in to,W. W. Hagerty Library,2021-03-13,13:23:07
cag85,Carmen Gregory,scanned in to,W. W. Hagerty Library,2021-03-13,13:28:24
jrm21,Jason Menn,scanned in to,W. W. Hagerty Library,2021-03-13,15:39:49
asm90,Allison Mcallister,scanned in to,W. W. Hagerty Library,2021-03-13,18:37:08
cdc68,Cristi Cargill,scanned in to,W. W. Hagerty Library,2021-03-13,21:56:10
mtj81,Michael Jack,scanned in to,W. W. Hagerty Library,2021-03-14,00:38:29
dmb978,Dorothy Blake,scanned in to,W. W. Hagerty Library,2021-03-14,03:43:55
tla88,Toni Aldrich,scanned in to,W. W. Hagerty Library,2021-03-14,07:28:49
rdo61,Roberto Oconnell,scanned in to,W. W. Hagerty Library,2021-03-14,07:55:15
jdb97,Jose Bender,scanned in to,W. W. Hagerty Library,2021-03-14,11:28:01
lpb382,Lyle Brocato,scanned in to,W. W. Hagerty Library,2021-03-14,11:55:39
apg26,Ann Garcia,scanned in to,W. W. Hagerty Library,2021-03-14,15:02:10
mvs33,Marie Sartor,scanned in to,W. W. Hagerty Library,2021-03-14,17:09:48
tkr66,Timothy Ramsey,scanned in to,W. W. Hagerty Library,2021-03-14,18:07:42
mrw38,Marcus Wood,scanned in to,W. W. Hagerty Library,2021-03-14,18:44:28
wrw23,William Watson,scanned in to,W. W. Hagerty Library,2021-03-14,20:14:41
cje42,Charles Elkins,scanned in to,W. W. Hagerty Library,2021-03-14,20:36:29
ecp25,Effie Peterson,scanned in to,W. W. Hagerty Library,2021-03-15,00:28:04
blo94,Bud Oneal,scanned in to,W. W. Hagerty Library,2021-03-15,04:02:38
rrc36,Ruth Conrad,scanned in to,W. W. Hagerty Library,2021-03-15,04:58:52
jja159,Jamie Acosta,scanned in to,W. W. Hagerty Library,2021-03-15,06:13:57
ddr946,Donald Riggings,scanned in to,W. W. Hagerty Library,2021-03-15,08:08:55
trg978,Todd Gibson,scanned in to,W. W. Hagerty Library,2021-03-15,09:24:13
rep74,Ruby Porras,scanned in to,W. W. Hagerty Library,2021-03-15,13:02:04
dpm65,Daniel Montano,scanned in to,W. W. Hagerty Library,2021-03-15,13:33:25
rjm25,Robert Mullen,scanned in to,W. W. Hagerty Library,2021-03-15,15:00:48
fmy11,Frank Yusef,scanned in to,W. W. Hagerty Library,2021-03-15,18:24:05
mma35,Maureen Anderson,scanned in to,W. W. Hagerty Library,2021-03-15,21:09:23
jmm91,Jeanne Mcdonald,scanned in to,W. W. Hagerty Library,2021-03-15,23:17:47
lrb79,Leo Burns,scanned in to,W. W. Hagerty Library,2021-03-15,23:40:53
tmc79,Timothy Crimmins,scanned in to,W. W. Hagerty Library,2021-03-16,01:42:05
jkt979,Jennifer Trimble,scanned in to,W. W. Hagerty Library,2021-03-16,03:00:25
yft454,Yolonda Tucker,scanned in to,W. W. Hagerty Library,2021-03-16,05:08:32
cma24,Carter Adkins,scanned in to,W. W. Hagerty Library,2021-03-16,05:20:58
rip52,Roy Pickens,scanned in to,W. W. Hagerty Library,2021-03-16,08:29:17
crv66,Chris Valdez,scanned in to,W. W. Hagerty Library,2021-03-16,12:04:05
jjs94,Joshua Sims,scanned in to,W. W. Hagerty Library,2021-03-16,13:27:29
rwd553,Ramon Draper,scanned in to,W. W. Hagerty Library,2021-03-16,14:33:40
alb47,Angela Bolinger,scanned in to,W. W. Hagerty Library,2021-03-16,15:29:10
rjw29,Robert Ward,scanned in to,W. W. Hagerty Library,2021-03-16,16:59:47
rer21,Rachel Rentas,scanned in to,W. W. Hagerty Library,2021-03-16,17:58:33
hct13,Hazel Thomason,scanned in to,W. W. Hagerty Library,2021-03-16,18:58:20
hgg22,Henry Gordon,scanned in to,W. W. Hagerty Library,2021-03-16,20:03:15
jar56,James Richter,scanned in to,W. W. Hagerty Library,2021-03-16,21:52:35
rjw32,Robert Williams,scanned in to,W. W. Hagerty Library,2021-03-17,00:17:08
lbb46,Levi Brandes,scanned in to,W. W. Hagerty Library,2021-03-17,01:02:10
sdw63,Shelia Wikoff,scanned in to,W. W. Hagerty Library,2021-03-17,02:43:23
jsm68,Jena Marchetti,scanned in to,W. W. Hagerty Library,2021-03-17,03:20:15
abs49,Anthony Stafford,scanned in to,W. W. Hagerty Library,2021-03-17,04:45:19
skm41,Sarah Mayer,scanned in to,W. W. Hagerty Library,2021-03-17,07:56:49
few963,Fannie Washburn,scanned in to,W. W. Hagerty Library,2021-03-17,08:58:57
dmk13,Deborah Kazanjian,scanned in to,W. W. Hagerty Library,2021-03-17,10:43:06
rlm96,Rebecca Morgan,scanned in to,W. W. Hagerty Library,2021-03-17,11:26:02
arc20,Andrew Collins,scanned in to,W. W. Hagerty Library,2021-03-17,13:08:11
slp56,Shirley Paddick,scanned in to,W. W. Hagerty Library,2021-03-17,15:24:20
kfm92,Ken Mckinney,scanned in to,W. W. Hagerty Library,2021-03-17,15:38:59
dro61,David Ostrow,scanned in to,W. W. Hagerty Library,2021-03-17,19:21:16
hsg98,Helen Gingras,scanned in to,W. W. Hagerty Library,2021-03-17,21:39:58
akb90,Anna Berry,scanned in to,W. W. Hagerty Library,2021-03-17,22:51:34
dew92,Doris White,scanned in to,W. W. Hagerty Library,2021-03-17,23:17:26
rrb826,Ronald Bonenfant,scanned in to,W. W. Hagerty Library,2021-03-18,01:38:06
rtw89,Russell Wood,scanned in to,W. W. Hagerty Library,2021-03-18,02:42:18
djg406,Darlene Golden,scanned in to,W. W. Hagerty Library,2021-03-18,03:02:48
sbp93,Sharita Pullen,scanned in to,W. W. Hagerty Library,2021-03-18,03:10:30
rcr92,Rebecca Ratliff,scanned in to,W. W. Hagerty Library,2021-03-18,04:56:56
mhd198,Melissa Davis,scanned in to,W. W. Hagerty Library,2021-03-18,05:07:41
teh765,Tony Hudson,scanned in to,W. W. Hagerty Library,2021-03-18,08:02:25
lmm794,Lucy Meek,scanned in to,W. W. Hagerty Library,2021-03-18,10:01:53
dsl28,David Leath,scanned in to,W. W. Hagerty Library,2021-03-18,12:43:41
csb75,Charles Baltz,scanned in to,W. W. Hagerty Library,2021-03-18,16:28:57
rrb26,Richard Boyd,scanned in to,W. W. Hagerty Library,2021-03-18,17:13:07
dtm13,Dawn Macpherson,scanned in to,W. W. Hagerty Library,2021-03-18,19:42:57
jjj429,John Juel,scanned in to,W. W. Hagerty Library,2021-03-18,23:34:58
jre22,Joseph Ewell,scanned in to,W. W. Hagerty Library,2021-03-19,01:34:19
ttl116,Terry Lafrance,scanned in to,W. W. Hagerty Library,2021-03-19,04:39:56
kam529,Kimberly Mead,scanned in to,W. W. Hagerty Library,2021-03-19,08:19:51
ccd42,Cory Davis,scanned in to,W. W. Hagerty Library,2021-03-19,09:32:29
lrc24,Larry Cox,scanned in to,W. W. Hagerty Library,2021-03-19,10:57:13
