Drexel ID,Annual Salary,Date of Birth,Full Name,Job Title,Year Started,Employer,Time Reporting Period,Direct Deposit,Electronic W2 Form,Turbo Tax Option
jmb90,83405,11/12/1973,Jeremiah Murray Boyce,Finance Coordinator,2008,Drexel University,semi-monthly,False,False,Included
mmb546,97650,6/17/1982,Michael Michael Brown,Clinician,2009,Drexel University,semi-monthly,False,False,Included
oma48,95935,1/21/1991,Orlando Marvin Anderson,Program Coordinator,2017,Drexel University,biweekly,False,True,Opt Out
tms77,54596,1/1/1958,Travis Mohamed Scipio,Assistant Professor,1984,Drexel University,biweekly,True,True,Included
mws54,110367,8/19/1955,Michael William Story,Professor,1984,Drexel University,semi-monthly,True,True,Opt Out
fjb20,67601,7/8/1974,Frank John Bell,Administrative Coordinator,2010,Drexel University,biweekly,True,True,Opt Out
kmb64,48040,5/15/1957,Kimberly Mary Butler,Public Safety Officer,1978,Drexel University,biweekly,True,False,Included
jjo224,38116,10/8/1982,Jesse Jon Oneill,Receptionist/Scheduler,2009,Drexel University,biweekly,True,True,Opt Out
pcr20,57317,9/27/1960,Pierre Clifford Rodriguez,Accountant,1996,Drexel University,biweekly,True,False,Included
sam11,64736,1/17/1954,Stephanie Amanda Munoz,Human Resources,1992,Drexel University,biweekly,False,True,Included
djj99,38758,5/5/1971,Dale Joey Jensen,Reference Librarian,2001,Drexel University,biweekly,True,False,Opt Out
fwv49,98912,4/13/1980,Fernando Walter Vargas,Finance Coordinator,2008,Drexel University,semi-monthly,True,False,Included
wpb78,60399,9/2/1975,William Patrick Blake,Drexel Central Coordinator,2011,Drexel University,semi-monthly,False,True,Included
pec671,84810,4/21/1982,Peggy Emily Cisneros,Research Professor,2002,Drexel University,semi-monthly,False,False,Included
sjr59,60619,5/28/1993,Samantha Jacqueline Rutherford,Research Coordinator,2018,Drexel University,semi-monthly,True,True,Opt Out
ade82,92383,9/20/1959,Alfreda Denise England,Payroll Administrator,1999,Drexel University,semi-monthly,True,True,Opt Out
pap18,101229,1/16/1975,Paula Ann Pezzuti,Senior Advisor,1996,Drexel University,semi-monthly,False,False,Included
lam43,66854,11/14/1981,Leonor Audra Maloney,Software Engineer,2008,Drexel University,biweekly,False,False,Included
mmc235,107519,7/26/1970,Maria Marcia Chacon,Payroll Administrator,1994,Drexel University,semi-monthly,False,True,Included
jjc22,125533,4/18/1956,Jamie John Capetillo,Program Director,1977,Drexel University,biweekly,True,True,Included
der44,63231,11/26/1956,David Edward Rogers,Designer,1976,Drexel University,semi-monthly,False,True,Opt Out
mdr26,38866,4/18/1978,Mark David Rivera,Receptionist/Scheduler,2011,Drexel University,semi-monthly,False,False,Opt Out
bdc49,32815,2/3/1954,Brian Dan Crasco,Receptionist/Scheduler,1994,Drexel University,semi-monthly,False,True,Opt Out
lac25,103332,8/28/1955,Luisa Amanda Corkins,Adjunct Instructor,1977,Drexel University,biweekly,False,False,Included
jjh256,93037,3/11/1972,Jessica Jeanne Harris,Payroll Administrator,2011,Drexel University,semi-monthly,True,True,Opt Out
mah72,97191,11/14/1987,Mechelle Ashley Hudson,Research Manager,2013,Drexel University,biweekly,False,True,Opt Out
lsl90,98339,10/12/1993,Linda Sharon Lange,Clinician,2013,Drexel University,biweekly,False,False,Included
jpv104,111331,7/27/1993,Jill Patricia Velasquez,Payroll Administrator,2016,Drexel University,semi-monthly,False,True,Included
jaj107,104999,5/23/1975,Jorge Anthony Jones,Research Manager,1996,Drexel University,biweekly,True,False,Opt Out
smr839,104118,2/2/1972,Sara Martha Richard,Clinician,1994,Drexel University,biweekly,True,False,Opt Out
fbj563,86901,6/2/1970,Floyd Brian Jennings,Program Coordinator,1993,Drexel University,biweekly,True,True,Opt Out
ogd44,87801,7/24/1951,Opal Gladys Dodds,Payroll Administrator,1990,Drexel University,biweekly,False,True,Included
cyd39,31831,6/24/1991,Charlene Yoshiko Davis,Event Services Specialist,2013,Drexel University,semi-monthly,True,True,Opt Out
kwv14,93603,11/17/1991,King William Vitullo,Program Coordinator,2016,Drexel University,biweekly,False,False,Included
acb46,109534,8/14/1966,Adrienne Cindy Bennett,Adjunct Instructor,1994,Drexel University,semi-monthly,False,False,Opt Out
gpr13,56259,2/20/1988,Gina Pam Rodriquez,Designer,2012,Drexel University,semi-monthly,False,True,Opt Out
jfb24,73545,1/4/1990,James Fred Brown,Drexel Central Coordinator,2010,Drexel University,biweekly,False,True,Included
dhw302,102393,9/8/1978,David Humberto Webster,Senior Advisor,2007,Drexel University,biweekly,True,True,Opt Out
mlg48,71105,10/18/1955,Mona Leslie Gaydos,Administrative Coordinator,1977,Drexel University,semi-monthly,False,False,Included
cdp342,104084,9/9/1970,Crystal Dian Patrick,Research Professor,1993,Drexel University,semi-monthly,False,True,Included
gca64,88523,5/15/1951,Georgianna Cherie Almanza,Research Professor,1983,Drexel University,semi-monthly,False,False,Opt Out
chr96,37889,1/22/1962,Christine Helen Robles,Public Safety Officer,1998,Drexel University,biweekly,True,True,Opt Out
nha70,102285,2/10/1974,Nellie Heather Aguilar,Dean,2012,Drexel University,biweekly,True,False,Opt Out
jcj18,102130,7/26/1953,Jeffery Carl Jost,Professor,1981,Drexel University,semi-monthly,True,False,Opt Out
afb36,48762,1/25/1965,Albert Franklin Becker,Receptionist/Scheduler,1993,Drexel University,biweekly,False,True,Opt Out
rjp843,108145,9/27/1974,Ralph James Plumer,Professor,1995,Drexel University,biweekly,False,False,Included
amm371,70710,9/18/1988,Ann Miranda Maillet,Drexel Central Coordinator,2014,Drexel University,semi-monthly,True,False,Included
jjm606,58240,6/16/1955,James John Mulligan,Assistant Professor,1978,Drexel University,semi-monthly,True,True,Opt Out
mcd70,108550,9/27/1965,Melissa Christina Duffy,Research Manager,1987,Drexel University,biweekly,True,True,Opt Out
mbw502,41436,5/20/1990,Matilda Bessie Wang,Receptionist/Scheduler,2014,Drexel University,biweekly,True,True,Opt Out
ofd50,54879,10/8/1963,Oscar Fred Drake,Financial Aid Officer,1984,Drexel University,biweekly,True,True,Opt Out
pjr84,103525,3/3/1989,Patricia Julie Reece,Research Professor,2009,Drexel University,biweekly,False,True,Included
bpg23,96805,1/12/1966,Barbara Pamela Gottschalk,Senior Advisor,1996,Drexel University,biweekly,True,True,Included
tcu61,34566,5/13/1958,Terry Christopher Uhrig,Receptionist/Scheduler,1978,Drexel University,semi-monthly,False,False,Opt Out
scn56,82809,9/20/1950,Shannon Clyde Norden,Dean,1989,Drexel University,biweekly,True,True,Included
std46,65197,3/19/1981,Sharon Theresa Davis,Designer,2007,Drexel University,semi-monthly,True,False,Included
fbv77,39557,11/18/1964,Francis Bradley Vickery,Receptionist/Scheduler,1987,Drexel University,biweekly,True,False,Opt Out
ksh50,41424,4/14/1995,Kathleen Sherry Harris,Technician,2021,Drexel University,semi-monthly,False,True,Opt Out
jse99,63133,11/1/1964,Jason Samuel English,Administrative Coordinator,1999,Drexel University,biweekly,False,False,Included
mcc52,63495,7/11/1961,Martha Courtney Crum,Financial Aid Officer,1992,Drexel University,semi-monthly,True,True,Opt Out
cch27,100683,4/13/1985,Cassie Crystal Howard,Research Professor,2012,Drexel University,biweekly,True,False,Included
wrs495,106174,1/12/1965,Willard Randall Sanford,Clinician,2001,Drexel University,semi-monthly,False,False,Included
lbc545,101923,3/12/1993,Luella Barbara Corley,Clinician,2016,Drexel University,biweekly,False,True,Opt Out
ade25,27127,4/4/1970,Abraham Dustin Erickson,Learning Specialist,1991,Drexel University,semi-monthly,True,True,Included
cgs27,56965,2/18/1995,Connie Guadalupe Soders,Designer,2020,Drexel University,biweekly,True,False,Opt Out
ksm33,42021,9/14/1990,Keith Steve Mesta,Technician,2013,Drexel University,biweekly,True,False,Opt Out
jeh39,102958,5/2/1983,Joseph Edwin Hillian,Finance Coordinator,2006,Drexel University,semi-monthly,True,False,Opt Out
ljs37,35057,7/27/1981,Lois Janie Scott,Receptionist/Scheduler,2004,Drexel University,biweekly,True,True,Opt Out
bsf283,60847,1/20/1950,Betty Stephanie Fiedler,Research Coordinator,1973,Drexel University,semi-monthly,False,True,Opt Out
elp75,90259,6/18/1972,Erica Laura Price,Dean,2000,Drexel University,semi-monthly,True,False,Included
tlb40,65967,8/2/1959,Tony Louis Bratton,Human Resources,1983,Drexel University,semi-monthly,False,True,Included
drc53,111509,5/5/1969,Dennis Rusty Cordova,Senior Advisor,1997,Drexel University,semi-monthly,False,False,Opt Out
rlm82,101800,3/17/1970,Roseanna Lynn Montenegro,Professor,1995,Drexel University,semi-monthly,False,False,Opt Out
kmb53,69435,7/14/1994,Kari Melissa Burchess,Research Coordinator,2014,Drexel University,biweekly,False,False,Included
lpb64,74807,2/11/1969,Louise Peggy Baldwin,Systems Analyst,1991,Drexel University,semi-monthly,False,True,Included
ckc658,161768,4/27/1961,Carolyn Kristine Cortez,Research Director,1982,Drexel University,biweekly,False,False,Opt Out
dmc58,36372,11/28/1985,Donna Mary Curry,Reference Librarian,2010,Drexel University,semi-monthly,False,False,Included
jnp697,63810,5/8/1971,Jerry Neil Pares,Research Coordinator,2005,Drexel University,semi-monthly,True,False,Included
kcc95,59480,10/21/1972,Kate Carol Clyburn,Psychologist,1992,Drexel University,biweekly,False,False,Included
aac88,68722,12/22/1968,Allen Albert Clark,Research Coordinator,1999,Drexel University,biweekly,True,False,Included
dhy969,84165,11/27/1987,David Harold Yang,Clinician,2014,Drexel University,semi-monthly,False,True,Opt Out
jmg89,67847,4/1/1952,Joan Mary Graves,Psychologist,1986,Drexel University,biweekly,False,True,Included
kst94,70048,9/2/1973,Kimberly Sandra Tucker,Software Engineer,2000,Drexel University,semi-monthly,False,False,Included
bjs73,148886,12/27/1991,Buffy Jennifer Stern,Executive Director,2016,Drexel University,semi-monthly,True,True,Included
eiw58,39876,2/23/1964,Erik Ivan Williams,Science Librarian,1986,Drexel University,biweekly,False,True,Opt Out
jtf33,37757,2/13/1963,John Todd Fortman,Receptionist/Scheduler,1994,Drexel University,semi-monthly,True,False,Included
jbw917,66157,5/5/1981,Jack Brandon Walles,Accountant,2001,Drexel University,semi-monthly,True,True,Included
trp87,82529,1/7/1994,Thomas Rene Peterman,Adjunct Instructor,2020,Drexel University,semi-monthly,False,False,Opt Out
wos69,61401,5/10/1951,Walter Oscar Swatzell,Systems Analyst,1971,Drexel University,semi-monthly,True,False,Opt Out
bdh11,82621,12/2/1963,Brian David Heard,Program Coordinator,1994,Drexel University,semi-monthly,True,False,Included
jjm29,95179,7/14/1995,Jeremy Joshua Mathison,Clinician,2020,Drexel University,biweekly,False,False,Included
jso73,48354,11/22/1970,Joy Shay Overton,Reference Librarian,2010,Drexel University,semi-monthly,False,False,Included
sjm87,91813,3/14/1953,Steven John Mandell,Research Manager,1985,Drexel University,biweekly,True,False,Included
dwd66,71304,2/1/1992,David William Dambrosio,Research Coordinator,2012,Drexel University,semi-monthly,False,False,Opt Out
fjd13,65696,7/8/1973,Frank John Davis,Software Engineer,1998,Drexel University,semi-monthly,False,True,Included
cdr20,93736,7/8/1968,Cindy Dorothy Rodriguez,Adjunct Instructor,2001,Drexel University,biweekly,False,True,Included
ajr80,107788,9/16/1953,Alfred Juan Reese,Dean,1988,Drexel University,semi-monthly,False,True,Included
rrf765,96574,5/10/1981,Roosevelt Roger Freed,Research Manager,2005,Drexel University,semi-monthly,False,True,Included
lvb415,83400,11/27/1973,Larry Val Bohannon,Professor,2009,Drexel University,semi-monthly,True,True,Included
mck95,66153,8/7/1967,Miguel Chad Kress,Systems Analyst,2001,Drexel University,biweekly,True,True,Included
jdb11,69367,3/15/1955,Jose Donald Bozell,Software Engineer,1979,Drexel University,semi-monthly,True,True,Opt Out
acs524,97791,12/10/1992,Antonio Charles Skillom,Clinician,2018,Drexel University,semi-monthly,True,False,Included
djc93,103614,8/24/1957,Dennis Jeremiah Carrara,Adjunct Instructor,1987,Drexel University,biweekly,True,False,Opt Out
mgs59,44962,11/8/1988,Matthew Gregory Sorrell,Receptionist/Scheduler,2010,Drexel University,biweekly,True,False,Opt Out
rmr382,70879,2/1/1994,Randy Malcolm Ruacho,Financial Aid Officer,2021,Drexel University,semi-monthly,False,True,Included
ani78,100699,4/17/1995,Angel Nicholas Ivey,Adjunct Instructor,2020,Drexel University,biweekly,True,True,Included
law644,37576,4/9/1984,Linda April Woodall,Learning Specialist,2008,Drexel University,semi-monthly,True,False,Opt Out
mhw79,63104,2/14/1993,Moses Howard Wenning,Psychologist,2015,Drexel University,semi-monthly,True,True,Opt Out
jrb63,92459,7/11/1952,John Raphael Brown,Research Manager,1982,Drexel University,biweekly,True,True,Included
scs78,108235,1/9/1980,Susanne Cherish Stahlman,Finance Coordinator,2007,Drexel University,semi-monthly,False,True,Opt Out
chb34,90808,10/11/1962,Christina Hazel Bento,Research Professor,1992,Drexel University,semi-monthly,True,True,Opt Out
bbl87,104336,6/3/1964,Brittany Bonnie Lecky,Research Manager,1995,Drexel University,biweekly,True,True,Included
log14,66602,2/27/1981,Lynn Olga Grazier,Academic Advisor,2001,Drexel University,semi-monthly,False,False,Included
jkp341,46192,2/16/1980,Janice Kimberly Puckett,Science Librarian,2000,Drexel University,biweekly,True,False,Opt Out
rha55,93496,8/24/1980,Ruby Hope Acuna,Research Professor,2015,Drexel University,biweekly,False,True,Included
rjp69,73301,5/7/1958,Randy James Phipps,Accountant,1997,Drexel University,biweekly,True,False,Opt Out
rjf57,93809,9/15/1985,Richard Johnnie Frank,Adjunct Instructor,2011,Drexel University,semi-monthly,False,True,Opt Out
gfr73,68881,5/2/1968,Gerald Frank Rosas,Academic Advisor,1995,Drexel University,semi-monthly,True,True,Included
ckh21,38946,1/15/1971,Cheryl Kimberly Hanson,Janitor,2002,Drexel University,semi-monthly,True,False,Opt Out
cty697,61034,5/27/1950,Christine Teresa Younger,Drexel Central Coordinator,1988,Drexel University,semi-monthly,False,True,Included
jmt38,91954,4/3/1960,Jenifer Mary Topel,Senior Advisor,1980,Drexel University,semi-monthly,True,False,Opt Out
kds76,128436,2/1/1990,Kathe Denise Stahnke,Executive Director,2013,Drexel University,semi-monthly,True,False,Opt Out
sca14,45366,2/17/1964,Socorro Crystal Andrews,Event Services Specialist,1996,Drexel University,biweekly,False,True,Included
dim71,102639,11/16/1989,Duane Isaiah Murphy,Research Professor,2013,Drexel University,biweekly,False,False,Opt Out
lvs17,68290,3/23/1988,Louise Virginia Shouse,Financial Aid Officer,2012,Drexel University,biweekly,False,False,Included
edm78,95032,4/4/1980,Elmer David Mcbroom,Payroll Administrator,2013,Drexel University,biweekly,False,True,Opt Out
dvt78,105296,7/24/1958,Daniel Vance Trotman,Senior Advisor,1984,Drexel University,semi-monthly,True,False,Opt Out
bcb85,100877,3/12/1958,Brenda Charlotte Berry,Research Manager,1992,Drexel University,semi-monthly,False,False,Opt Out
vpf51,112205,9/19/1969,Valentine Pauline Faires,Professor,2001,Drexel University,semi-monthly,True,True,Included
lpk49,58756,12/21/1990,Linnie Paula Kallas,Financial Aid Officer,2013,Drexel University,biweekly,False,True,Opt Out
mrc47,64943,10/8/1987,Malcolm Ronald Calvery,Psychologist,2007,Drexel University,biweekly,True,True,Opt Out
xms70,28552,2/3/1995,Xiomara Margaret Silvera,Receptionist/Scheduler,2016,Drexel University,semi-monthly,False,False,Opt Out
rsw563,98409,1/27/1991,Roger Samuel Woods,Program Coordinator,2013,Drexel University,semi-monthly,False,True,Opt Out
jpw633,110577,5/3/1955,Julia Patricia Weinberg,Dean,1988,Drexel University,semi-monthly,True,True,Included
sac72,69072,10/28/1958,Sandra Amanda Christensen,Research Coordinator,1984,Drexel University,biweekly,False,False,Opt Out
cms31,105659,9/23/1960,Carol Michelle Schultz,Senior Advisor,1983,Drexel University,biweekly,False,False,Included
rjm896,73873,9/12/1993,Robin Juanita Magner,Systems Analyst,2019,Drexel University,semi-monthly,False,False,Included
jar937,30741,2/1/1978,Joshua Andrew Riley,Janitor,2002,Drexel University,biweekly,True,False,Opt Out
bjh86,89438,6/1/1979,Brian John Hambrick,Professor,2010,Drexel University,biweekly,False,True,Included
kjt55,102198,3/9/1969,Karen Joline Townsend,Dean,2008,Drexel University,biweekly,False,True,Included
nms83,107759,10/2/1966,Nancy Mable Stubbs,Research Manager,2004,Drexel University,semi-monthly,False,True,Included
cas63,46558,4/21/1974,Casey Andrew Sandlin,Reference Librarian,2012,Drexel University,biweekly,False,True,Opt Out
obg51,31499,9/14/1981,Odessa Betsy Gonzales,Public Safety Officer,2006,Drexel University,biweekly,False,False,Opt Out
djs141,103056,9/10/1994,Derrick John Shipman,Program Coordinator,2015,Drexel University,biweekly,False,False,Included
mtr829,75000,5/22/1970,Maricela Teresa Randall,Psychologist,1991,Drexel University,semi-monthly,False,True,Included
cmg66,175728,1/19/1969,Chin Mary Gochenour,Executive Director,1996,Drexel University,biweekly,False,True,Included
dlh93,110398,2/5/1956,Dean Lewis Hill,Research Manager,1987,Drexel University,biweekly,True,True,Opt Out
gaf99,65118,12/9/1959,Gary Andrew Frye,Accountant,1980,Drexel University,biweekly,False,False,Opt Out
mec43,83859,11/4/1983,Marie Elaina Caldwell,Senior Advisor,2006,Drexel University,biweekly,False,False,Opt Out
gwp468,73517,7/28/1979,Gladys Wanda Pere,Research Coordinator,2005,Drexel University,biweekly,False,True,Opt Out
jrw23,97621,10/16/1972,Julie Roxanne Watson,Dean,1997,Drexel University,biweekly,False,True,Opt Out
lap87,55127,1/28/1986,Leslie Amy Porter,Accountant,2008,Drexel University,biweekly,True,True,Opt Out
jbh201,66646,2/16/1977,James Brian Howell,Software Engineer,2016,Drexel University,semi-monthly,False,True,Opt Out
prw68,59925,6/22/1976,Peter Ralph Wood,Software Engineer,2004,Drexel University,semi-monthly,True,False,Opt Out
