Drexel ID,Annual Salary,Date of Birth,Full Name,Job Title,Year Started,Employer,Time Reporting Period,Direct Deposit,Electronic W2 Form,Turbo Tax Option
dec84,85015,8/6/1963,Daniel E Coslett,Professor,1993,Drexel University,biweekly,True,False,Included
kfj94,112237,9/21/1961,Ken F Jacobs,Professor,1999,Drexel University,biweekly,False,True,Opt Out
dab79,110385,4/4/1972,David A Beker,Professor,1996,Drexel University,biweekly,True,True,Included
jhj543,104674,5/12/1955,Jennifer Hofer Jeffrey,Professor,1992,Drexel University,biweekly,False,True,Included
ac621,93258,10/25/1951,Amy Cha,Professor,1975,Drexel University,semi-monthly,False,True,Included
jjs15,97308,1/17/1990,Jacobie J Smith,Professor,2011,Drexel University,semi-monthly,True,False,Opt Out
ua588,90697,4/19/1984,Ulrike Altenmueller-Lewis,Professor,2009,Drexel University,semi-monthly,True,False,Opt Out
pjs88,92613,8/4/1991,Paul J Salvaggio,Professor,2011,Drexel University,biweekly,False,True,Included
ev552,99064,5/25/1961,Eugenia Victoria V Ellis,Professor,2000,Drexel University,semi-monthly,False,True,Opt Out
jnn44,110553,10/26/1954,Jacklynn N Niemiec,Professor,1988,Drexel University,biweekly,True,True,Included
mer79,88357,7/3/1990,Mia E Rosensaft,Professor,2012,Drexel University,semi-monthly,False,False,Opt Out
mac53,102985,8/24/1995,Mitchell A Chisholm,Professor,2021,Drexel University,semi-monthly,False,True,Opt Out
ava63,100725,4/16/1976,Anthony V Assetto,Professor,2008,Drexel University,semi-monthly,False,False,Included
rar97,108385,8/9/1968,Rob A Rumburg,Professor,2007,Drexel University,semi-monthly,False,True,Included
ssp59,111420,1/15/1987,Samir S Patel,Professor,2007,Drexel University,semi-monthly,False,True,Opt Out
dm795,98258,9/23/1990,David Murray,Professor,2012,Drexel University,biweekly,False,False,Included
deb254,83698,10/28/1960,Daniel E Brown,Professor,1992,Drexel University,semi-monthly,False,True,Opt Out
jw963,101445,11/17/1982,Jeremiah Woodring,Professor,2004,Drexel University,semi-monthly,True,True,Included
gef27,99241,12/1/1990,Georgeanna E Foley,Professor,2017,Drexel University,semi-monthly,True,True,Included
ajs78,97112,10/11/1994,Alex J Stadel,Professor,2021,Drexel University,biweekly,True,True,Opt Out
mro332,91262,1/10/1989,Mark R Odorizzi,Professor,2012,Drexel University,biweekly,False,True,Included
air502,90742,6/23/1957,Alesa I Rubendall,Professor,1996,Drexel University,semi-monthly,True,True,Opt Out
jwr90,83811,3/12/1970,James W Rowe,Professor,2003,Drexel University,semi-monthly,False,True,Included
rho38,98429,12/1/1970,Rich H Olaya,Professor,2005,Drexel University,semi-monthly,False,True,Included
am234,109359,11/14/1971,Antonio Martinez-Molina,Professor,2000,Drexel University,semi-monthly,True,True,Opt Out
jdp72,89072,3/27/1985,James D Piscopo,Professor,2005,Drexel University,biweekly,False,False,Opt Out
bm138,106196,5/7/1963,Brendan McGrath,Professor,1989,Drexel University,semi-monthly,False,False,Included
cac352,86733,2/12/1966,Charles A Capaldi,Professor,1991,Drexel University,semi-monthly,True,False,Opt Out
rmp21,86630,4/4/1968,Robert M Piasecki,Professor,1996,Drexel University,biweekly,True,False,Included
mry79,102638,5/9/1958,Michael R Ytterberg,Professor,1998,Drexel University,semi-monthly,True,True,Included
wda85,94402,7/13/1981,Wolfram D Arendt,Professor,2006,Drexel University,biweekly,True,False,Opt Out
uj703,100231,9/5/1987,Uk Jung,Professor,2009,Drexel University,biweekly,False,False,Included
jta52,85600,11/4/1959,Jason T Austin,Professor,1995,Drexel University,semi-monthly,True,False,Included
sje20,95137,1/3/1973,Samuel J Emory,Professor,1999,Drexel University,biweekly,True,True,Included
arb68,95424,11/14/1986,Alexa R Bosse,Professor,2009,Drexel University,semi-monthly,False,False,Opt Out
dsn14,104283,1/18/1963,Dee S Nicholas,Professor,1994,Drexel University,semi-monthly,False,True,Opt Out
nmf18,95390,2/6/1980,Nicole M Feller-Johnson,Professor,2005,Drexel University,semi-monthly,False,False,Opt Out
emk45,95912,8/26/1974,Elise M Krespan,Professor,2009,Drexel University,semi-monthly,True,False,Included
dh748,91157,2/2/1959,David Hood,Professor,1987,Drexel University,biweekly,True,False,Opt Out
ad499,97877,3/28/1995,Andrew Dobshinsky,Professor,2018,Drexel University,biweekly,True,False,Opt Out
mr368,86630,2/14/1966,Murali Ramaswami,Professor,1990,Drexel University,semi-monthly,True,False,Opt Out
tpk76,100744,12/11/1965,Thomas P Kirchner,Professor,2002,Drexel University,semi-monthly,True,True,Opt Out
sc905,87533,2/4/1953,Stephen Cantando,Professor,1983,Drexel University,semi-monthly,True,False,Opt Out
ja522,82942,3/12/1974,Joanne Aitken,Professor,1998,Drexel University,biweekly,False,True,Included
kfv44,104512,1/12/1958,Kelly F Vresilovic,Professor,1994,Drexel University,biweekly,True,True,Included
cgb939,106021,2/8/1992,Catherine G Broh,Professor,2016,Drexel University,semi-monthly,False,False,Included
jtd89,107779,3/9/1952,John T Defazio,Professor,1976,Drexel University,semi-monthly,False,False,Included
dmj535,83848,8/23/1991,Don M Jones,Professor,2011,Drexel University,biweekly,True,True,Included
rk721,99542,3/11/1967,Richard King,Professor,1998,Drexel University,biweekly,False,True,Opt Out
jfk28,83977,2/15/1952,Jeffrey F Krieger,Professor,1988,Drexel University,semi-monthly,True,True,Opt Out
ren396,96688,7/10/1993,Robert E Nalls,Professor,2017,Drexel University,semi-monthly,False,True,Included
mah422,90708,12/22/1974,Matthew A Heckendorn,Professor,1997,Drexel University,biweekly,True,False,Included
pb529,104245,2/15/1956,Pia Brancaccio,Professor,1986,Drexel University,semi-monthly,False,True,Opt Out
jfg62,82698,8/25/1992,Joseph F Gregory,Professor,2017,Drexel University,biweekly,True,True,Opt Out
dls55,89332,9/2/1972,Delia L Solomons,Professor,1998,Drexel University,semi-monthly,True,True,Opt Out
hgm62,101398,11/20/1963,Heather G Moqtaderi,Professor,1999,Drexel University,semi-monthly,False,True,Included
jhl447,99285,4/8/1979,Joseph H Larnerd,Professor,2013,Drexel University,semi-monthly,False,True,Included
mb827,98732,8/2/1991,Monica B Stevens Smyth,Professor,2011,Drexel University,biweekly,True,True,Included
ks687,97959,6/27/1983,Katie Sabo,Professor,2004,Drexel University,semi-monthly,False,True,Opt Out
km246,100489,5/10/1962,Kenneth Metzner,Professor,1995,Drexel University,biweekly,False,False,Included
sme786,98538,5/10/1980,Sharon M Erwin,Professor,2020,Drexel University,biweekly,True,True,Opt Out
nkv40,94698,5/20/1994,Neville K Vakharia,Professor,2015,Drexel University,semi-monthly,True,False,Included
ceh45,102014,4/15/1976,Catherine E Hernandez,Professor,2005,Drexel University,semi-monthly,True,True,Included
jrg88,109231,7/18/1964,Julie R Goodman,Professor,1985,Drexel University,semi-monthly,True,True,Opt Out
py989,88019,1/6/1986,Pamela Yau,Professor,2009,Drexel University,biweekly,True,True,Opt Out
jej515,85813,4/5/1978,Jasmine E Johnson,Professor,2008,Drexel University,semi-monthly,True,True,Included
lsc74,85975,10/18/1961,Laura-Edythe S Coleman,Professor,1998,Drexel University,biweekly,True,False,Included
ljb53,111577,8/14/1971,Lindsay J Browning,Professor,2009,Drexel University,semi-monthly,True,True,Opt Out
cem278,95904,9/13/1991,Camille E Moten,Professor,2011,Drexel University,biweekly,False,False,Opt Out
bh542,84858,12/24/1956,Blanca Huertas-Agnew,Professor,1987,Drexel University,semi-monthly,True,True,Included
jsm828,105670,6/24/1961,Jennifer S Morley,Professor,1986,Drexel University,biweekly,True,False,Opt Out
bwf39,92570,9/13/1992,Britt W Fishel,Professor,2017,Drexel University,biweekly,True,True,Opt Out
ce267,89356,9/3/1973,Clyde Evans,Professor,2009,Drexel University,biweekly,True,True,Included
aq576,102122,10/9/1987,Albert Quesada,Professor,2014,Drexel University,semi-monthly,True,True,Included
djm71,93506,11/19/1991,Dara J Meredith,Professor,2015,Drexel University,biweekly,True,False,Included
mf847,109181,2/22/1976,Meghan Frederick,Professor,1997,Drexel University,biweekly,False,False,Included
vji81,100026,2/9/1985,Val J Ifill,Professor,2005,Drexel University,semi-monthly,False,True,Included
hs483,112191,2/27/1971,Hassan Syed,Professor,2011,Drexel University,biweekly,False,True,Included
ast488,100599,4/17/1993,Abigail S Toll,Professor,2014,Drexel University,biweekly,False,True,Opt Out
okp451,107912,9/25/1980,Olive K Prince,Professor,2016,Drexel University,biweekly,True,True,Included
sed72,105930,6/7/1951,Susan E Deutsch,Professor,1989,Drexel University,biweekly,False,False,Opt Out
mcd451,104839,9/15/1980,Maureen C DeSimone,Professor,2019,Drexel University,semi-monthly,False,True,Opt Out
cdb28,107435,7/13/1956,Chris D Baeza,Professor,1985,Drexel University,semi-monthly,False,False,Included
nac87,111456,12/28/1981,Nick A Cassway,Professor,2008,Drexel University,semi-monthly,False,True,Included
knm78,111707,10/10/1967,Kimberly N McGlonn,Professor,1991,Drexel University,biweekly,True,True,Opt Out
adm41,85287,5/3/1954,Alphonso D McClendon,Professor,1982,Drexel University,semi-monthly,True,True,Included
rah80,85426,6/23/1972,Rachel A Higgins,Professor,1996,Drexel University,biweekly,False,True,Included
tkk23,82769,9/9/1965,Tsz K Kwok,Professor,1996,Drexel University,biweekly,False,True,Opt Out
cq636,109405,1/12/1959,Catherine Quay,Professor,1985,Drexel University,biweekly,False,False,Opt Out
jh879,108158,4/20/1986,June He,Professor,2007,Drexel University,semi-monthly,False,True,Opt Out
gm243,106072,2/24/1956,Glen Muschio,Professor,1987,Drexel University,biweekly,False,True,Opt Out
mep601,88080,2/23/1956,Mark E Petrovich,Professor,1995,Drexel University,semi-monthly,True,True,Opt Out
kmg715,82895,8/16/1972,Kevin M Gross,Professor,2007,Drexel University,biweekly,True,True,Included
mgw62,99208,1/16/1977,Michael G Wagner,Professor,2004,Drexel University,biweekly,True,True,Opt Out
rel795,96031,6/7/1981,Rob E Lloyd,Professor,2004,Drexel University,semi-monthly,False,True,Opt Out
nej42,82738,2/14/1953,Nicholas E Jushchyshyn,Professor,1973,Drexel University,semi-monthly,True,True,Included
tar342,95060,8/27/1980,Tony A Rowe,Professor,2003,Drexel University,biweekly,True,True,Included
msb23,97114,10/11/1978,Milady S Bridges,Professor,2007,Drexel University,biweekly,False,False,Included
fjl84,83441,2/25/1976,Frank J Lee,Professor,2010,Drexel University,biweekly,False,True,Included
mcm36,87475,10/13/1956,Maria Cecilia Mouat,Professor,1980,Drexel University,semi-monthly,False,True,Opt Out
ep958,97503,2/11/1963,Emil Polyak,Professor,1995,Drexel University,semi-monthly,True,False,Included
ats93,100116,5/8/1995,Abigail T Stein,Professor,2018,Drexel University,biweekly,False,False,Opt Out
sr195,84689,10/25/1972,Stefan Rank,Professor,2007,Drexel University,semi-monthly,True,False,Included
pjd84,84648,7/28/1967,Paul J Diefenbach,Professor,1996,Drexel University,biweekly,True,True,Included
jmw20,98954,3/5/1963,Jeanne M Waite,Professor,1985,Drexel University,semi-monthly,True,False,Included
sl206,83594,1/13/1984,Shannon Lacek,Professor,2007,Drexel University,biweekly,False,False,Opt Out
tnl78,112776,10/4/1978,Taneshia N Laird,Professor,2012,Drexel University,biweekly,True,True,Opt Out
bpm29,105365,4/3/1953,Brian P Moore,Professor,1992,Drexel University,semi-monthly,True,True,Opt Out
al997,107213,7/8/1983,Ali L Howell Abolo,Professor,2006,Drexel University,biweekly,False,True,Opt Out
eg742,87278,9/21/1986,Elizabeth Goldberg-Johnson,Professor,2006,Drexel University,biweekly,False,True,Opt Out
cag13,100130,4/1/1990,Cynthia A Golembuski,Professor,2013,Drexel University,biweekly,True,True,Included
tsg56,109171,4/5/1972,Twyla S Grider,Professor,1995,Drexel University,biweekly,False,True,Included
lcb57,95680,3/26/1980,Lucy C Butler,Professor,2003,Drexel University,biweekly,False,True,Included
kg486,109643,9/3/1979,Kristine Go,Professor,2014,Drexel University,biweekly,True,False,Included
jj502,94732,1/17/1962,Jaeyoon Jeong,Professor,1991,Drexel University,semi-monthly,False,False,Opt Out
hak25,87258,8/6/1970,Hyun A Kim,Professor,1990,Drexel University,biweekly,False,True,Opt Out
dcc37,97734,6/26/1962,DC C Claassen,Professor,1998,Drexel University,biweekly,True,True,Included
jk112,94170,2/13/1952,Jackie Kilmartin,Professor,1987,Drexel University,biweekly,False,True,Opt Out
dsv988,82564,8/27/1951,Domenica S Vinci-Finocchiaro,Professor,1986,Drexel University,semi-monthly,True,False,Opt Out
llh51,84138,12/2/1989,Lisa L Hayes,Professor,2012,Drexel University,biweekly,False,False,Opt Out
kcm492,85496,2/2/1993,Kathleen C Martin,Professor,2016,Drexel University,biweekly,False,True,Included
sy877,96234,11/15/1952,Shushi Yoshinaga,Professor,1983,Drexel University,biweekly,False,False,Included
mdg67,97414,8/4/1960,Michael D Glaser,Professor,1988,Drexel University,semi-monthly,False,True,Opt Out
am164,91641,4/24/1961,Adrienne Manno,Professor,1997,Drexel University,semi-monthly,False,False,Opt Out
jah40,84633,2/16/1983,Jordan A Haddad,Professor,2005,Drexel University,semi-monthly,False,False,Included
oss91,88243,1/10/1967,Ornella Santoni Stichter,Professor,1992,Drexel University,biweekly,True,True,Opt Out
zar66,102354,12/7/1971,Zachary A Reese,Professor,2009,Drexel University,biweekly,False,True,Included
dai66,109139,5/10/1990,Darby A Irrgang,Professor,2014,Drexel University,semi-monthly,False,False,Opt Out
teq841,89952,8/19/1967,Thomas E Quinn,Professor,2007,Drexel University,biweekly,False,False,Opt Out
css11,105832,12/23/1973,Charles S Smith,Professor,2006,Drexel University,biweekly,True,True,Included
jrt254,100099,3/13/1958,Jocelyn R Tarquini,Professor,1990,Drexel University,semi-monthly,False,True,Opt Out
dmt87,94890,9/15/1954,David M Trimber,Professor,1981,Drexel University,semi-monthly,True,False,Opt Out
jad88,109688,8/27/1960,Joseph A DiVita,Professor,1990,Drexel University,biweekly,True,True,Opt Out
dpd52,87036,7/24/1963,David P Deneen,Professor,1988,Drexel University,semi-monthly,False,False,Opt Out
ads94,108021,11/13/1961,Alison D Standefer,Professor,1987,Drexel University,biweekly,True,False,Included
bsw65,93262,12/18/1969,Benjamin S Wong,Professor,2009,Drexel University,semi-monthly,True,True,Included
dmb71,101686,8/9/1963,Danny M Benevento,Professor,1986,Drexel University,biweekly,False,True,Opt Out
tpq734,94255,1/27/1963,Tom P Quigley,Professor,1992,Drexel University,biweekly,False,False,Opt Out
das222,105590,5/25/1951,David A Schwartz,Professor,1973,Drexel University,biweekly,True,False,Opt Out
dms22,97041,10/5/1983,David M Smith,Professor,2006,Drexel University,biweekly,True,False,Opt Out
bmk36,100398,6/24/1978,Benjamin M Kalina,Professor,2007,Drexel University,biweekly,True,False,Opt Out
pp634,93698,2/23/1964,Paolo Pilladi,Professor,1994,Drexel University,biweekly,False,True,Included
jb817,92447,8/20/1956,Jackie Borock,Professor,1985,Drexel University,biweekly,False,False,Included
abs10,106859,9/4/1966,Andrew B Susskind,Professor,1997,Drexel University,semi-monthly,False,True,Opt Out
jva66,83727,9/14/1994,John V Avarese,Professor,2014,Drexel University,biweekly,False,False,Included
hv837,87827,9/4/1984,Henry Vazquez,Professor,2004,Drexel University,semi-monthly,False,True,Included
bm211,102446,7/22/1985,Brigitte McCray,Professor,2009,Drexel University,biweekly,True,False,Opt Out
de583,84493,2/22/1960,Daryl Evans,Professor,1990,Drexel University,semi-monthly,False,False,Opt Out
dgb61,99125,10/12/1971,Douglas G Bailey,Professor,2006,Drexel University,semi-monthly,False,False,Opt Out
kk269,94867,9/17/1964,Karin Kelly,Professor,1989,Drexel University,biweekly,True,True,Opt Out
gmh55,103770,5/16/1966,Gerard M Hooper,Professor,1991,Drexel University,biweekly,True,False,Opt Out
njn37,110690,11/27/1952,Nicholas J Natalicchio,Professor,1989,Drexel University,semi-monthly,False,False,Included
pms44,87083,4/15/1994,Perry M Santulli,Professor,2017,Drexel University,semi-monthly,False,False,Included
jjm23,92771,8/5/1964,Jeff J Maisonneuve,Professor,1994,Drexel University,biweekly,False,False,Opt Out
sed18,96736,10/19/1987,Steven E Denisevicz,Professor,2010,Drexel University,biweekly,True,False,Included
dkw95,89388,12/21/1966,Darren K Woodland,Professor,2003,Drexel University,semi-monthly,True,False,Opt Out
ats12,95738,5/13/1963,Adrian T Sandoval,Professor,1994,Drexel University,biweekly,True,False,Included
tdb21,98167,9/20/1990,Thomas D Burdak,Professor,2012,Drexel University,semi-monthly,True,False,Opt Out
kc874,100115,10/17/1971,Kenneth Chen,Professor,1992,Drexel University,biweekly,True,True,Opt Out
rcn44,84828,7/7/1976,Robert C Nally,Professor,1997,Drexel University,semi-monthly,True,True,Included
dam80,105666,8/21/1952,Debbie A McGrody,Professor,1977,Drexel University,biweekly,False,False,Included
bbr93,93966,7/4/1971,Bill B Rees,Professor,1995,Drexel University,biweekly,False,True,Opt Out
kwb64,83061,6/17/1987,Kristen W Beck,Professor,2010,Drexel University,semi-monthly,False,False,Included
epk77,109055,9/15/1951,Eric P Karnes,Professor,1972,Drexel University,semi-monthly,False,False,Included
jbh98,89521,1/10/1955,Jake B Herschman,Professor,1988,Drexel University,biweekly,True,False,Included
eb233,106999,11/23/1956,Erica Benamy,Professor,1989,Drexel University,biweekly,False,True,Included
scl41,106807,7/22/1975,Samuel C Lee,Professor,2015,Drexel University,semi-monthly,False,False,Included
ss761,93035,10/23/1995,Sandra Stewart,Professor,2018,Drexel University,semi-monthly,False,False,Opt Out
rjw182,111734,2/11/1955,Robert J Warkulwiz,Professor,1978,Drexel University,semi-monthly,False,False,Opt Out
kev41,94743,3/12/1979,Kayla E Velocci,Professor,2001,Drexel University,biweekly,True,False,Included
jlc952,91873,3/6/1978,Julia L Colton,Professor,2000,Drexel University,semi-monthly,True,False,Included
mew12,86616,2/24/1960,Mark E Willie,Professor,1996,Drexel University,semi-monthly,False,True,Included
rad68,98553,5/28/1966,Rose A Drew,Professor,1988,Drexel University,semi-monthly,True,True,Opt Out
jgg65,111466,6/20/1976,Josh G Gdovin,Professor,2004,Drexel University,biweekly,True,False,Included
rm616,109169,10/18/1994,Rosemary Murphy,Professor,2019,Drexel University,biweekly,True,True,Included
sjs136,97316,3/27/1983,Sarah J Steinwachs,Professor,2004,Drexel University,biweekly,True,True,Included
jlg15,90862,7/28/1962,Jody L Graff,Professor,1992,Drexel University,semi-monthly,True,True,Included
dmh662,88311,6/22/1960,Donald M Haring,Professor,1991,Drexel University,biweekly,True,False,Opt Out
jgm65,83697,9/17/1989,Jenna G McBride,Professor,2011,Drexel University,biweekly,True,False,Included
db352,85149,4/9/1987,Darielle Brown-Davis,Professor,2008,Drexel University,biweekly,True,True,Included
cc535,83358,9/20/1987,Chester Cunanan,Professor,2010,Drexel University,biweekly,True,False,Opt Out
ab275,88308,3/26/1964,Antonia Brown,Professor,1986,Drexel University,biweekly,False,True,Opt Out
cej52,101041,9/25/1974,Chelsea E Jones,Professor,1998,Drexel University,biweekly,True,True,Opt Out
twf23,105967,4/24/1968,Troy W Finamore,Professor,1988,Drexel University,biweekly,True,False,Included
pjs80,101222,5/15/1984,Philip J Sinatra,Professor,2005,Drexel University,biweekly,False,True,Opt Out
pp898,106375,10/9/1989,Paul Phan,Professor,2013,Drexel University,semi-monthly,False,False,Included
jwt41,87796,5/27/1951,Jervis W Thompson,Professor,1971,Drexel University,semi-monthly,False,False,Opt Out
cks16,103951,5/23/1993,Caroline K Scheinfeld,Professor,2015,Drexel University,semi-monthly,True,True,Included
rg452,105363,8/7/1969,Remi Gurak,Professor,2008,Drexel University,biweekly,False,True,Opt Out
sfw58,111349,4/11/1959,Sheri F Watson,Professor,1981,Drexel University,biweekly,True,False,Opt Out
dbn28,99440,8/22/1995,Daniel B Newman,Professor,2020,Drexel University,semi-monthly,True,False,Opt Out
sg611,86605,10/20/1958,Sara Girotto,Professor,1979,Drexel University,semi-monthly,True,False,Opt Out
mmm47,97815,7/25/1989,Megan M Mastrobattista,Professor,2011,Drexel University,biweekly,False,True,Opt Out
rpc55,90231,10/15/1958,Rena P Cumby,Professor,1990,Drexel University,semi-monthly,False,False,Opt Out
scr44,103915,6/12/1971,Stephen C Rafferty,Professor,1996,Drexel University,semi-monthly,False,True,Included
ljp695,84716,8/22/1987,Lisa J Patusky,Professor,2010,Drexel University,biweekly,False,True,Included
amh22,90394,4/15/1954,Annette M Hladio,Professor,1980,Drexel University,semi-monthly,True,True,Opt Out
amt73,96026,10/7/1988,Ada M Tremonte,Professor,2009,Drexel University,biweekly,False,True,Included
arp47,88073,3/11/1995,Anne R Portner,Professor,2019,Drexel University,semi-monthly,True,True,Included
js999,88704,5/23/1969,Jihyun Song,Professor,2000,Drexel University,biweekly,False,True,Opt Out
kbp93,110710,12/28/1992,Karen B Pelzer,Professor,2018,Drexel University,biweekly,False,True,Included
fkr11,107555,5/26/1962,Francis K Rapisarda,Professor,1988,Drexel University,biweekly,True,False,Opt Out
fpt85,110352,9/8/1970,Frances P Temple-West,Professor,1995,Drexel University,biweekly,True,True,Included
skl97,96378,3/17/1991,Sarah K Lippmann,Professor,2017,Drexel University,biweekly,True,True,Opt Out
js965,92851,2/28/1957,Jeanne Scandura,Professor,1996,Drexel University,biweekly,False,False,Opt Out
snh44,89188,11/10/1966,Sequoyah N Hunter-Cuyjet,Professor,1990,Drexel University,biweekly,True,False,Opt Out
fjb41,95246,8/18/1952,Floss J Barber,Professor,1987,Drexel University,biweekly,True,False,Opt Out
wjm73,102938,3/15/1976,William J Mangold,Professor,2002,Drexel University,semi-monthly,False,True,Included
hgm83,89344,5/15/1950,Heather G McLaughlin,Professor,1990,Drexel University,biweekly,False,False,Included
sac54,95467,2/19/1950,Scott A Cooper,Professor,1986,Drexel University,semi-monthly,False,False,Included
dag722,93147,12/1/1991,Derek A Gillman,Professor,2016,Drexel University,biweekly,False,False,Included
pgm22,99723,5/5/1985,Polly G McKenna-Cress,Professor,2005,Drexel University,semi-monthly,True,True,Included
dms284,89908,4/4/1981,Daniel M Spratlan,Professor,2007,Drexel University,semi-monthly,True,False,Opt Out
sdb769,108318,2/21/1957,Scott D Bacon,Professor,1993,Drexel University,semi-monthly,True,False,Opt Out
pjb94,95946,5/28/1993,Patrick J Bailey,Professor,2013,Drexel University,semi-monthly,False,False,Included
bw241,82909,1/17/1969,Brent White,Professor,2009,Drexel University,biweekly,True,False,Opt Out
rme31,91571,7/5/1986,Rosalind M Erwin,Professor,2007,Drexel University,biweekly,True,True,Opt Out
eaf48,105142,11/13/1977,Eve A Friedman,Professor,2011,Drexel University,semi-monthly,True,False,Included
mcr63,110856,5/14/1995,Madeleine C Riley,Professor,2015,Drexel University,semi-monthly,False,False,Included
meb86,106929,1/7/1954,Mark E Beecher,Professor,1975,Drexel University,semi-monthly,False,True,Included
bk729,98608,4/5/1994,Bruce Kaminsky,Professor,2021,Drexel University,semi-monthly,False,False,Included
djp93,90467,4/12/1993,Domenic J Pisano,Professor,2015,Drexel University,biweekly,False,False,Included
gjw61,98610,2/12/1965,Gregory J Wright,Professor,2001,Drexel University,biweekly,True,False,Opt Out
kmb10,90272,11/2/1978,Karen M Banos,Professor,2009,Drexel University,semi-monthly,False,True,Opt Out
dhf68,87074,3/1/1952,Dennis H Fortune,Professor,1984,Drexel University,semi-monthly,True,False,Included
laa86,101272,5/1/1995,Luke A Abruzzo,Professor,2022,Drexel University,biweekly,True,True,Opt Out
bmd46,94102,9/26/1964,Brian M Dilts,Professor,1995,Drexel University,semi-monthly,False,False,Opt Out
wlc63,81951,5/11/1959,Wanda L Canfield,Professor,1985,Drexel University,biweekly,True,False,Opt Out
rls94,98166,10/14/1967,Rebecca L Siler,Professor,1989,Drexel University,semi-monthly,True,False,Included
ka213,105232,7/12/1961,Katy Avery,Professor,1983,Drexel University,semi-monthly,True,True,Opt Out
cbf501,97206,5/13/1994,Christopher B Farrell,Professor,2016,Drexel University,biweekly,False,False,Included
jes43,96099,10/26/1980,Jonathan E Shaw,Professor,2010,Drexel University,semi-monthly,False,True,Opt Out
mcg15,88022,8/15/1953,Matthew C Gould,Professor,1985,Drexel University,semi-monthly,False,True,Included
hg687,96831,4/25/1952,Harley Givler,Professor,1978,Drexel University,semi-monthly,False,False,Opt Out
